group,name,radius
10,александра,10
10,алексеев,20
10,алексей,90
10,алексей владимирович,10
10,алексей коньков,20
10,алексей коньков а кто ты,10
10,алексей коньков актоты,10
10,алексей тоже,20
10,алена,110
10,алена любит илью,20
10,аленка,40
10,аленка луч,10
10,аленка лучше,20
10,аленка лучше всех,40
10,аленка морковка,20
10,аленка морковь,10
10,аленой колонны,10
10,алеф,40
10,алеф алеф,10
10,али,120
10,алиев,10
10,алик,70
10,алина,240
10,алина любит пожрать,30
10,алина пацаева,10
10,алина с днем,20
10,алина с днем рождения,10
10,алина с днем рождения счастья любви,20
10,алина собак,10
10,алина собака,10
10,алину,10
10,алипова,30
10,алис,10
10,алиса,270
10,алиса дождь и я,10
10,алиса очень,10
10,алиса очень милая,10
10,алиса я люблю тебя,20
10,алисия,20
10,алисочка,10
10,алисочка звезда,30
10,алисочка самая,20
10,алисочка самая лучшая,40
10,алисочка самое лучшее,10
10,алисочка самый лучший,10
10,алкаш,10
10,алкоголик,20
10,алкоголик где моя посылка,10
10,алкоголик зимой абсент,20
10,алкоголь,10
10,алкогольная кардиомиопатия,10
10,аллах,40
10,аллах акбар,20
10,аллах разы,10
10,алле.,20
10,аллегро,10
10,аллен,20
10,аллергия на кота,10
10,алло,1240
10,алло алена,20
10,алло алло,100
10,алло алло алло,20
10,алло алло привет,20
10,алло говорите,10
10,алло добрый день,10
10,алло камаз,20
10,алло лена я люблю тебя,10
10,алло пицца,10
10,алло прием,20
10,алло просыпайся,20
10,алло работа,10
10,алло тук тук,10
10,алло ты меня слышишь,10
10,алма-ате,10
10,алмаз,10
10,алмазик,20
10,алмазик красоточка,10
10,алопеция,20
10,алоэ,20
10,алтай,10
10,алтын,20
10,алтынай,70
10,алтынай галя,10
10,алтынай галя замок,10
10,алтынай зама,10
10,алтынай зама галя,10
10,алтынай песня,10
10,алтынай стесняться,10
10,алтынай стесняшка,20
10,алфавит,20
10,альбедо,20
10,альпари,10
10,альпы,10
10,альфа минус пи остин,10
10,аляска,40
10,алё алё,20
10,алё алё прыгать на одной ноге,20
10,алёна даст,30
10,ам ам,20
10,амадео модильяни,30
10,амбар,10
10,амбар бомба,10
10,амбар бомба бомба,20
10,амбар бомба бомба бомба,20
10,амели,20
10,америка,40
10,америка америка,20
10,америка америка мы победим,10
10,америка америка мы победим обама уйдет,10
10,америка америка мы победим обама уйдет или останется,20
10,америку,10
10,амкар,10
10,амур,30
10,амур и психея,30
10,амфибии,10
10,амфибия,20
10,анаконда,30
10,анализ,60
10,аналитика,20
10,аналитика 3 ночи,10
10,анальные,10
10,анальные трещины,20
10,анальный,10
10,анальный 3,10
10,анапа,40
10,анапа привет,10
10,анапа приветствовать почему,20
10,анастасия,40
10,анатольевич,10
10,анахронизм,10
10,ангел,50
10,ангел мой,10
10,ангела,30
10,ангелов,10
10,английски можно,10
10,английский,30
10,английский перешел,10
10,англия,10
10,андреев,10
10,андреевич,40
10,андрей,310
10,андрей высоцкий,20
10,андрей гладил меня по попе,10
10,андрей глаз,10
10,андрей глаза,10
10,андрей глаза у меня папа,10
10,андрей держи бодрей,20
10,андрей ежов,10
10,андрей ж***,10
10,андрей жопка,10
10,андрей марченко,10
10,андреолли,40
10,андрею,20
10,андрею индюшки,20
10,андрея,10
10,андриол,20
10,андроидный,10
10,андроидный коллайдер,20
10,андроидный коллайдер запустила,10
10,андромеды,10
10,андрюша,10
10,андрюшка,20
10,андрюшка колотушка,10
10,анекдот,20
10,анекдоты,10
10,анелька,10
10,анелька смотреть,10
10,анелька смотри сюда,10
10,анечка,20
10,анечку,10
10,анжела,20
10,аниме,30
10,аниме карин,10
10,анина мама,20
10,анина мама любит,10
10,анина мама любит колбаску,30
10,анина мама любит колбасу,10
10,анка обезьянка,20
10,анка обезьянка мультиварка,10
10,анкара,30
10,анклав,10
10,анна,100
10,анна готовила пожар,10
10,анна кожемякина,40
10,аннино,10
10,аннушка,30
10,анора,10
10,антагонист,10
10,антибиотик,30
10,антивирус,10
10,антивирус microsoft,10
10,антивирусник,10
10,антивирусник 1,10
10,антивирусник красавчик,10
10,антиплагиат,10
10,антич ку,10
10,античит,10
10,античка,10
10,антон,180
10,антон антон,20
10,антон вектор,30
10,антон всем миром,10
10,антон здесь,10
10,антон меня убьет,20
10,антон молчит,30
10,антон не видел,20
10,антон не видел марсианина,10
10,антон отойди,10
10,антон подряд,20
10,антон сделал вектор,10
10,антон увидел марсианина,10
10,антоним,10
10,антонимы,10
10,антоха,30
10,антропогенного,10
10,антропогенного фактора,10
10,антропогенных,10
10,ану,20
10,анус,10
10,анус иванус,10
10,анфиса,60
10,анюта,30
10,анюта золотая рыбка,10
11,агропром абырвалг,20
11,адам,20
11,адам адам,10
11,адвокат,10
11,адевале,10
11,адреналин,20
11,адрес,50
11,адреса,30
11,адриано,10
11,адриано челентано,30
11,адьос нос,10
11,адьос нос альбатрос,10
11,адьос носа,20
11,аза,10
11,азаза,50
11,азаза азаза азаза,30
11,азазаза,20
11,азазазаза,10
11,азазазазаза,10
11,азамат,20
11,азаттык,20
11,азбука,80
11,азбука тормоз тормоз,10
11,азбука тормоз тормоз ты тормоз,10
11,азербайджан,50
11,азиза,30
11,азия,10
11,аис,10
11,аист,10
11,ай вонт ю,30
11,ай ду ю ноу,10
11,ай лав,20
11,ай лав ю,110
11,ай лав ю бейби,30
11,ай лав ю бэби,10
11,ай лайк,10
11,ай лайк своим,20
11,ай лайк ту,20
11,ай лайк ту дай,10
11,ай-ай-ай вот дрянь,10
11,ай-яй-яй,30
11,айлавью,10
11,айни,10
11,айспик,10
11,ака,10
11,акадо,10
11,акбар,20
11,аква,10
11,аквалангом под кокаином,10
11,аквалоо,10
11,аквариум,20
11,аквест,30
11,аквилон,30
11,акинфеев,10
11,аккорды,20
11,аксон,50
11,активити,20
11,актобе,10
11,актриса,10
11,акула,20
11,акулы,10
11,акуна,10
11,акуна матата,20
11,акунин,10
11,акции,20
11,акция,30
11,албибек,60
11,алгебра,30
11,алекс,130
11,алекса,20
11,александр,210
11,александр васильевич мы вас любим,10
11,александр голант,20
11,александр голант здесь,10
11,александра,240
11,александрина,40
11,александрит,20
11,александрия,10
11,александровна,10
11,алексей,40
11,алексей щусев,10
11,алексей юсев,10
11,алена,140
11,алена дует,20
11,алена лапа,10
11,алена полина эрик,10
11,аленка,20
11,аленку,10
11,алеша,100
11,алеша артемий,10
11,али,40
11,алибидерчи малышь,10
11,алиев,20
11,алик,20
11,алик черная,10
11,алик черная черная,10
11,алик черная черная обезьяна,20
11,алик черное,10
11,алик чёрное чёрное,10
11,алина,520
11,алина mail,10
11,алина алина,10
11,алина алина самая лучшая,20
11,алина гаар,10
11,алина гор,20
11,алина дура,50
11,алина китай,10
11,алина китайка,10
11,алина красивая,50
11,алина крутая,10
11,алина лох,20
11,алина малина,20
11,алина пошли,10
11,алина пошли в икее,10
11,алина пошли в икею,20
11,алина пошли вы,10
11,алина умница,20
11,алина я тебя,10
11,алина я тебя люблю,30
11,алиса,220
11,алиса алиса,40
11,алиса алиса алиса,20
11,алиса в,10
11,алиса в стране,10
11,алиса в стране чудес,30
11,алиса как дела,20
11,алису,10
11,алишка,10
11,алиэкспресс,20
11,алия,30
11,алия алия,10
11,алия алия алия,30
11,алкаш,10
11,алкашом,10
11,алкоголь,10
11,алкогольдегидрогеназа,30
11,аллах,90
11,аллах акбар,180
11,аллаха,10
11,аллегория,40
11,аллилуйя,20
11,алло,1820
11,алло 12,20
11,алло алло,110
11,алло алло алло,30
11,алло китай,20
11,алло пицца,10
11,алло прием прием,20
11,аллы,20
11,аллы духовой,20
11,аллюр,10
11,алма,10
11,алматы,30
11,алматы началась под луной,20
11,алтай проект проект,10
11,алфавит,10
11,алых,20
11,алых роз,20
11,альбатросе,10
11,альбом,70
11,альбом forever,20
11,аляска,40
11,алё,20
11,алё алё,10
11,алёна дура,10
11,алёна я тебя,10
11,алёна я тебя люблю,30
11,алёну,10
11,ам,20
11,ам няма,20
11,ама хасла,30
11,амалия,30
11,амбидекстр,20
11,америка,70
11,америка америка,10
11,америка америка америка,10
11,амстел,10
11,анаем,10
11,анаконда 4,10
11,анаконда 4 камеры,30
11,анализ,110
11,анализа не сдала,10
11,анализировать,10
11,анализы,10
11,анальная,10
11,анальная знакомы,10
11,анальная знакомых друзей,10
11,анально,10
11,анальное знакомство друзей анальных,10
11,анальный,70
11,анальный садомазохизм,10
11,анальный садомазохизм хорошо,10
11,анальный садомазохизм хорошо гей гистологическое действовать,10
11,анальный садомазохизм хорошо гей гистологической гейского сексуалы,10
11,анальный секс,30
11,анальных,10
11,ананас,60
11,ананасик,20
11,анапа,30
11,анастасия,270
11,анастасия 3,10
11,анастасия rift,10
11,анастасия анастасия,20
11,анастасия анастасия анастасия,20
11,анастасия анастасия анастасия анастасия,10
12,ад на шоу часть,10
12,азиат,20
12,азиатки,40
12,аист,10
12,аисты,30
12,акс,10
12,аксон,10
12,алена,30
12,алло,50
12,америка,40
12,америка любит санкции,10
12,америка любит солнце,10
12,аналу,10
