group,name,radius
10,od,10
10,odesk,10
10,of great,10
10,of great britain,10
10,of pop,10
10,office 2010,10
10,office 2010 384,20
10,office 2013,20
10,ok,110
10,ok google,350
10,ok google ok google,20
10,ok google в чем смысл жизни,20
10,ok google где можно пообедать,20
10,ok google как,10
10,ok google как проехать в музей,20
10,ok google какой будет курс евро,10
10,ok google какой будет курс евро 2016 году,20
10,ok.ru,30
10,omsi,10
10,one,40
10,only,20
10,only only,20
10,only only скажите что-нибудь,10
10,only you,40
10,opaque,10
10,oracle,120
10,oracle pc,10
10,oracle великий,20
10,oracle лагает,10
11,hubert,20
11,huda media,10
11,hui,10
11,hui.tv,10
11,hustler,10
11,hyperbole,10
11,i love,20
11,iberia,20
11,ibm,20
11,ibooty,30
11,idiet,10
11,img,10
11,immokiller,20
11,immokiller а,10
11,imovie,30
11,in heaven,10
11,industry,10
11,insa,20
11,inspiration,30
11,instagram,20
11,install,10
11,ip вычислю,10
11,ipad,20
11,ipad мтс,30
11,iphone,90
11,is,10
11,is love,10
11,is mine mine,10
11,iso,20
11,it up,10
11,it's my,20
11,it's my life,20
11,ivacard,10
11,ivi,30
11,iyengar,10
11,izod,30
11,izod берёт в рот,10
11,izod берёт в рот не брать в рот,10
11,izod берёт в рот не брать в рот а***,10
11,izod перевод,10
11,java,80
11,java script,10
11,java блокады,10
11,java блокады выпуск,10
11,java блокады пускай,10
11,job,40
11,job.ru,10
11,jodugar,10
11,julie walters,10
11,jump,10
11,just kin,40
11,just skin,10
11,justice,30
11,kbv,20
11,kino.kz,10
11,kiss me,10
11,krasnoe,10
11,krovostok,10
11,kw,10
11,kyoko,10
11,kyoko ж,20
11,kyoko ж к,10
11,l'one,10
11,l'one shooter,20
11,l'one суд,10
11,l'one суток,10
11,l'oreal,10
11,lady angel,10
11,lamanserlo,10
11,lan,10
11,lana del,20
11,lana del rey,40
11,land,40
11,latterman,10
11,league cup,10
11,led,10
11,led привет,10
11,legenda,20
11,lenov.ru,10
11,lenovo,70
11,leper,10
11,let's go,10
11,liebherr,40
11,life пенза,20
11,lifenews,10
11,linkage,10
11,live,10
11,loading,10
11,logitech,10
11,lol lol,10
11,lol lol lol lol,10
11,london is a capital of great britain,10
11,london is the capital of great britain,10
11,louis tomlinson,30
11,louis vuitton,10
11,louis.de,10
11,love,110
11,love 13,30
11,love is life,10
11,love last faith dreams,10
11,lowerping lyrsense,10
11,loyalty,20
11,lpg массаж,10
11,lvm debian,10
11,m.ok.ru,10
11,mac,60
11,magic ball,10
11,magna,10
11,magna сатыбеков станет сбежал с горы,10
11,mahala лама,10
11,mail,450
11,mail friend is,10
11,mail friend is bitch,10
11,mail from,10
11,mail киски,20
11,mail.ru,80
11,makita,10
11,mallory,10
11,mamaliga,20
11,mamma mia,10
11,manager,10
11,mango,10
11,manzana,40
11,manzana loyalty,30
11,manzana loyalty 2,10
11,maps,30
11,market,10
11,markt,10
11,mars,10
11,mary,10
11,masin,160
11,masin masin,70
11,masin masin masin,30
11,masin masin masin masin,20
11,masin masin masin masin masin,10
11,masin masin masin матем матем,10
11,masin masin masin матем матем матем,10
11,masin masin masin моте моте моте моте,10
11,masin masin masin моте моте моте моте моте,20
11,masterboy,10
11,matiz matiz,10
11,max урок,10
11,max уроки,10
11,mazda,10
11,mcdonalds,20
11,meepo,30
11,mega mass,40
11,megaman,20
11,melon,10
11,mercedes,30
11,mercedes b,10
11,mercedes benz,40
11,mercedes benz fashion вик,30
11,mercedes-benz,10
11,mercedes-benz fashion,10
11,mgsu,30
11,microsoft,30
11,mine,20
11,mine mine,20
11,mine mine mine,10
11,mine mine mine mine,20
11,minecraft,220
11,molecule,10
11,monster,20
11,more,20
11,moscow,30
11,motik motik,10
11,motik motik motik,10
11,motik motik motik motik,10
11,motik motik motik motik motik,10
11,mp3,50
11,mslu,10
11,mujaki,10
11,my friend is bitch,10
11,my friend is black flag,10
11,my friends,10
11,my friends google,20
11,my friends is,20
11,my heart,20
11,my name is marina,30
11,mysql,10
11,nananana,50
11,necromancy,10
11,neo,40
11,new york,10
11,nichiha,10
11,nigma,10
11,nike,10
11,nimco на нем,10
11,nissan,20
11,nobody,30
11,nobody can,40
11,nobody can break me down,30
11,nokia n8,10
11,norno,20
11,note,20
11,now dance,10
11,nutrilite,10
11,octopus,10
11,odnoklassniki тут не место,20
11,odnoklassniki.ru,10
11,of my way,10
11,ok,50
11,ok go,10
11,ok google,360
12,mail,20
12,mail.com,10
12,montenegro,30
12,mouse on mars,30
12,music,20
12,nice,10
12,nice images,10
12,od,30
12,oh no oh no,30
12,oracle,10
12,orange,10
12,oriflame,30
12,picasa,30
