group,name,radius
11,google тёлка,20
11,gorsky,20
11,gps,10
11,grabatron,10
11,great,20
11,great britain,10
11,great britan,10
11,grid,10
11,ground war,20
11,gta,20
11,gtht,10
11,gunesi мама,10
11,gunesi мамонов,10
11,gw2,20
11,gw2 дура,10
11,h&m,20
11,h2o,10
11,hailie,10
11,halo wiki,10
11,hamachi,20
11,happy,40
11,happy baby,20
11,happy birthday,10
11,happy kitchen,10
11,hayasa,20
11,he,10
11,helix,10
11,hello,170
11,hello world,10
11,hello хаваю,10
11,her go,30
11,heroes,10
11,hettrick.ru,10
11,highway to hell,20
11,hilton,10
11,hiriko,10
11,homo хомини люпус,20
11,homo хомини люпус эст,10
11,hon,10
11,honda,20
11,hotel дай мне маме,10
11,hotmail,20
11,hover,10
11,hp,10
11,htc,10
11,htc evo 3d,10
11,huawei,40
12,hotbird,10
12,hustle,10
12,hustler,10
12,hustler ты лох,10
12,in the,10
12,into space,10
12,it,10
12,love,40
12,love in the,10
12,love into space,10
12,love это,10
12,love это space,10
12,love это spaces,10
