group,name,radius
4,wylsa,10
4,wysiwyg,30
4,xp,10
4,youtube,70
4,zolla,10
4,zorgee,10
4,а,60
4,а 100,20
4,а б,10
4,а б в,10
4,а вот,10
4,а вот мой,10
4,а вот мой зайчик,20
4,а м чемп,10
4,а м чемпионат,10
4,а мне спеть,10
4,а мы,20
4,а мы все,10
4,а не заводиться,10
4,а рева,10
4,а там,10
4,а там бабушка,20
4,а там бабушка говорит,10
4,а ты,20
5,turkey,10
5,udinese,10
5,ueuk,10
5,ups,20
5,varivas,10
5,viber,130
5,victory,10
5,vk,40
5,vk.ru,20
5,welcome,20
5,wella,30
5,will,20
5,wta,10
5,yammer,10
5,yangi,10
5,yanix,10
5,yanix гей,20
5,youtube,10
5,yum,10
5,zoo,10
5,zopo,50
5,а,130
5,а вы ноктюрн,10
5,а вы ноктюрн сыграть смогли бы,10
5,а вы ноктюрн сыграть смогли бы на флейте водосточных,10
5,а вы ноктюрн сыграть смогли бы на флейте водосточных труб,10
5,а дениса,20
5,а если много,10
5,а если много раз,10
5,а если много разных,10
5,а если много разных слов,10
5,а если много разных слов одновременно,10
5,а жизнь,10
5,а как тебя,10
5,а как тебя зовут,20
5,а как тебя зовут откуда ты,10
5,а ко мне 100,10
5,а ком не стоило,10
5,а ком не стоило бы плакать,10
5,а ком не стоило бы плакать а там annem,10
5,а ком не стоило бы плакать а там онем ты думаешь опять,10
5,а кому не стоит,10
5,а может просто,10
6,village,30
6,vk,60
6,voice,30
6,webcam,10
6,whatsapp,30
6,wi-fi,40
6,wi-fi на плаву,10
6,windows 7,10
6,wow,50
6,wow чудеса,20
6,x3,10
6,yahoo,10
6,youtube,80
6,zara,20
6,а,80
6,а все все все закончил?,10
6,а вы все умрете,10
6,а если это,10
6,а если это все,20
6,а если это все иллюзия,20
6,а кто же,10
6,а кто же не хочет,20
6,а кто же я,10
6,а кто жених,10
6,а может,10
6,а может быть,10
6,а может быть зимой,20
6,а он не,10
6,а он не работает,10
6,а тебя как,10
6,а тебя как зовут,20
6,а теперь,10
6,а теперь говори,10
6,а теперь говори правду,10
6,а ты кто,30
6,а ты меня,10
6,а ты меня любишь,30
6,а у,50
6,а что,20
6,а что говорить,10
6,а что говорить когда,10
6,а что говорить когда нечего говорить,20
6,а что сказать,20
6,а я люблю,10
6,а я люблю помидоры,20
6,аббас,10
6,аббревиатура,20
6,ав,20
6,ав ав ав ав,20
6,авито,20
6,авито каневская,10
7,source,30
7,spaces,10
7,steam,20
7,surfer boy уеду,10
7,surfer boy уеду с тобой,30
7,tissot,60
7,tom,40
7,toyota,20
7,united,20
7,vatsim,10
7,vatsim жду,10
7,velcom,30
7,what is,10
7,what is it,10
7,whatsapp,10
7,wi-fi,10
7,windows,10
7,x3,10
7,xxx,20
7,xxx xxxx,10
7,xxx xxxx ха-ха-ха,10
7,xxx xxxx ха-ха-ха-ха-ха,10
7,xxxx,20
7,xxxx xxxx,10
7,xxxxx,20
7,xxxxxx,10
7,xxxxxxxx,60
7,xxxxxxxxxx,130
7,xxxxxxxxxxxx,30
7,xxxxxxxxxxxx бульвар,20
7,xxxxxxxxxxxxxx,90
7,ya.ru,10
8,of,10
8,of great,10
8,ok google,30
8,once upon a time,20
8,opaque,10
8,pagani,10
8,passages,10
8,pc,30
8,philips,10
8,pisya,20
8,pixiv,20
8,porn,10
8,porntube,10
8,proma 74,10
8,putana,20
8,putana лапочка,10
8,rudn,20
8,rudn лучший,10
8,sasisa,30
8,selena,10
8,seticon,20
8,shachlo по 5,10
8,shachlo по 5 часа,20
10,webmoney,10
10,weekend,10
10,weiss,10
10,wellensteyn,20
10,what is going on,20
10,whatsapp,60
10,whatsapp очистить,10
10,whatsapp очистить стекло,10
10,wi-fi,240
10,wi-fi есть разум,10
10,wi-fi отвечай мне,10
10,wi-fi теперь скажи что-нибудь обо мне,10
10,wicked,30
10,wicket,30
10,wifi,10
10,wiki,50
10,windows,10
10,windows 7 pro,10
10,winter,10
10,with me you looking for,30
10,wl500w,10
10,wonderful life,20
10,work,10
10,work hard,10
10,work hard like putin,20
10,world of tanks,10
10,wot дубрава,10
10,wow,30
10,wow wow,10
10,wwe caws,10
10,www,20
10,x-ray,10
10,xp,10
10,xperia,10
10,ya.ru,50
10,yahoo,30
10,yamaha,40
10,yanix,20
10,yanix yanix,30
10,yaposha,20
10,yaposha из ростова,20
10,yaposha из ростова приехал,10
10,yaposha из ростова приехал сегодня,10
10,yaposha из ростова приехал сегодня в сахалине,10
10,yes,10
10,yes шинок,20
10,yes шинок котик стол,10
10,you,10
10,young,10
10,youtube,260
10,youtube live mail,10
10,youtube my life,10
10,youvk.ru,20
10,yoyo,10
10,zara,160
10,zara zara,30
10,zara zara zara,20
10,zara я тебя люблю,10
10,zara я тебя люблю zara,10
10,zaycev,10
10,zaycev.net,20
10,zean,10
10,zeiss,10
10,zemessardze,30
10,zerx,10
10,zm,20
10,zm team,10
10,zoeva холода одинокие,10
10,zoeva холода одинокие дома,10
10,zombie apocalypse,10
10,zona.fm,10
10,zona.ru,20
10,zona.ru татьяна забелина,10
10,zona.ru татьяна забелина наталья,10
10,а,620
10,а youtube,10
10,а а буква,10
10,а буква,10
10,а в город,10
10,а в городе,10
10,а вот,50
10,а вот ну вот,10
10,а вот ну вот и говорю,20
10,а вот ну вот и говорю свернуть,10
10,а вот прекрасный незнакомец,10
10,а вот спортивные очки,10
10,а вот спортивные очки силуэт,10
10,а вот так,10
10,а вот так вот,20
10,а вы,10
10,а вы не хотите ответить на мой вопрос,30
10,а вы ноктюрн,10
10,а где,80
10,а где второй этаж,10
10,а где микрофон,30
10,а где мои,10
10,а где моя,10
10,а где моя сосиска,20
10,а где моя сосиска сосиска,10
10,а где находится,20
10,а где находится находится,10
10,а где находится находится солнечное сплетение,10
10,а где ответ,30
10,а говорю,20
10,а давай,10
10,а давай поговорим,20
10,а если,20
10,а если все,10
10,а если все происходит,10
10,а если все происходит в этом мире. в следующем,10
10,а если какают,10
10,а если ты,10
10,а если ты их не,10
10,а если ты их не найдешь,20
10,а если я скажу очень длинную фразу то что ты это воспримешь,10
10,а есть другая,10
10,а есть другой,10
10,а за дверь,10
10,а за дверью,10
10,а за дверью что ждет воронов чекистами,20
10,а завтра,30
10,а здесь,20
10,а здесь кругом,10
10,а здесь кругом трали,10
10,а здесь необходимо говорить,20
10,а и полина,20
10,а как же тебя зовут скажи,10
10,а как же тебя зовут скажи пожалуйста,10
10,а как же тебя зовут скажи пожалуйста мне,10
10,а катя,10
10,а катя любит,20
10,а катя любит дурачиться,20
10,а клара,10
10,а кто ты,10
10,а кто это,10
10,а куда мы летим,30
10,а лиса,10
10,а маринина,10
10,а мне,10
10,а мне пофиг,20
10,а может,30
10,а может быть,10
10,а может быть и нет,10
10,а может и не сказку,10
10,а может и непростую,10
10,а может ты попробуешь не спросил,10
10,а может ты попробуешь не спросить,10
10,а может ты попробуешь не спросить у нее,10
10,а мы,10
10,а мы видим,10
10,а мы видимся,30
10,а мы где,30
10,а мы из москвы,30
10,а мы любим,10
10,а мы любим алена,20
10,а мы можем,20
10,а мы сегодня,10
10,а мы студенты,10
10,а мы тут,20
10,а мы тут installer,10
10,а мы тут они стали,10
10,а мысли,10
10,а мыслям,10
10,а над городом,10
10,а не юля,10
10,а ну,20
10,а ну иди,70
10,а ну иди сюда,90
10,а ну иди сюда т****** тебя и всю,10
10,а ну иди сюда т****** тебя и всю твою,10
10,а ну иди сюда т****** тебя и всю твою семью,20
10,а ну иди сюда ублюдок,10
10,а ну иди сюда ублюдок мать твою,30
10,а ну иди сюда ублюдок мать твою г**** собачье,10
10,а ну ка 50,10
10,а ну ка иди сюда г**** собачье мать твою,10
10,а ну понятно,20
10,а ну смотри,10
10,а ну смотри сюда,10
10,а он есть,10
10,а пересекает ли нас в новое здание,20
10,а пересекает ли нас в новой,10
10,а пересекает ли нас много,10
10,а понятно,30
10,а потом,10
10,а потом будет,20
10,а потом будет еще лучше,20
10,а почему,10
10,а почему он молчит,10
10,а сейчас прогноз,10
10,а сейчас прогноз погоды,10
10,а сейчас прогноз погоды на завтра,10
10,а строй ямал,10
10,а так частица,20
10,а так чисты,10
10,а там есть,10
10,а там есть ли,10
10,а там есть люди,30
10,а тебе,10
10,а тебе грустно,20
10,а тебя как,10
10,а тебя как зовут,30
10,а теперь,20
10,а теперь новый,20
10,а тут надо,10
10,а тут надо говорить,20
10,а тут надо говорить кажется,20
10,а ты,60
10,а ты б,10
10,а ты б сидели,10
10,а ты б сидели на трубе,30
10,а ты вообще меня игнорируешь,10
10,а ты вообще меня игнорируешь теперь,20
10,а ты все,10
10,а ты все за мной,10
10,а ты все за мной повторяет,10
10,а ты все за мной повторяешь,20
10,а ты все за мной повторять,10
10,а ты все знаешь,30
10,а ты давно здесь живешь,30
10,а ты как,10
10,а ты как всегда,10
10,а ты как считаешь,30
10,а ты когда идешь ответ нормальный,20
10,а ты когда идешь ответ нормальный я очень хочу услышать,10
10,а ты кто,20
11,tiger,30
11,time,40
11,today,10
11,tomlinson,10
11,touchwiz,10
11,toy,30
11,toyota,60
11,toyota toyota,10
11,toyota toyota toyota,10
11,toyota toyota toyota toyota,10
11,toyota toyota toyota toyota toyota,20
11,tp,30
11,translate,20
11,transporter,20
11,trash 153 привет,10
11,trigger,10
11,tucson,20
11,tucson а даже нет,10
11,turbo.az,20
11,twitter,30
11,ua,10
11,uae,10
11,udacity,30
11,ultra-ultra,10
11,unbroken,30
11,underground,80
11,uni,10
11,univer,20
11,universe,80
11,uri,10
11,usb,20
11,usb usb,10
11,usb usb 2,10
11,usb usb устройств,10
11,usb usb устройства,10
11,usb usb устройство mtp как садить,20
11,usb usb устройство mtp как садить когда уже смотришь,10
11,usb usb устройство mtp как садить когда уже смотришь воины света,10
11,usb usb устройство mtp сайт,10
11,usb-usb строится надо как садить когда уже смотришь воины света,10
11,valid pills,10
11,valio,10
11,vanitas,20
11,variable,10
11,venice,10
11,very very very velly,20
11,very very very very,10
11,viber,70
11,viber viber,10
11,viber viber viber,10
11,vikasa,10
11,villa mahal,30
11,vityok,10
11,vk,80
11,vk море дуб зеленый,10
11,vk собак,20
11,vk собака,10
11,vk.com,40
11,vk.ru,30
11,vkon,20
11,vogue,30
11,voice,10
11,volandssk слова,20
11,volvo,80
11,volvo и минус в львове,20
11,volvo и минусы,10
11,volvo ислам,10
11,vossen,10
11,w202club от некоторых,10
11,wake up,40
11,wake up bitch,30
11,wake up neo,30
11,wake up ua,10
11,warface,10
11,webmoney,30
11,welcome,10
11,welcome to moscow,20
11,were will,10
11,whatsapp,230
11,where are you going,20
11,white,10
11,wi-fi,240
11,wi-fi wi-fi,40
11,wi-fi привет,10
11,wi-fi приветствуем,10
11,wi-fi приветствуем тебя,20
11,wi-fi приветствую,10
11,wicrack,10
11,wikileaks,10
11,windows 7,10
11,winlog,10
11,winrar,30
11,winter is cumming,30
11,wirtschaft,10
11,wirtschaftliche,10
11,witch house,20
11,workle,20
11,worms,10
11,worry be,10
11,wow,100
11,wow fantastic baby,10
11,wp,10
11,x,10
11,x кала,10
11,xampp,10
11,xaui,40
11,xcom,20
11,xnxx,10
11,y******,20
11,y******.com,20
11,ya back,10
11,ya ya zer gut,20
11,ya.ru,10
11,yablyk,20
11,yahoo,40
11,yahoo.com,20
11,yaiba такая крутая,10
11,yaiba такая крутая что-ли,10
11,yamaha,80
11,yap,20
11,yaris toyota,10
11,ybr,10
11,yes,10
11,ymka,30
11,you baby,20
11,you crazy fish,30
11,youhack,10
11,youtube,300
11,youtube youtube,10
11,youtube кино,10
11,youtube.ru,10
11,z,20
11,z-dama,20
11,z2,10
11,zara,40
11,zaycev.net,30
11,zaycev.net системы главное не против,20
11,zaycev.net системы главными производителями,10
11,zdf,10
11,zelenski 1,10
11,zog,20
11,zolla,10
11,zopo,60
11,zorki,10
11,zumba dance,30
11,а,770
11,а 1 1,20
11,а б в г,30
11,а б в г д е,10
11,а б в г д е ж з,10
11,а в чем тогда проблема,10
11,а ветки,10
11,а ветки на деревьях,10
11,а ветки на деревьях есть,10
11,а вообще шут,10
11,а вообще шутка,10
11,а вот,30
11,а вот и,10
11,а вот и аутист,10
11,а вот и мы,20
11,а вот сюда,30
11,а вот тут ты,10
11,а вот тут ты завис,20
11,а вот тут ты завис да,10
11,а вот тут ты зови,10
11,а вы кто,20
11,а вы ноктюрн,10
11,а вы принесете,20
11,а вы принесете таблица,10
11,а вы принесете таблицу на пару,10
11,а вы принесли,10
11,а денег не будет,20
11,а денег не будет чемпионом,10
11,а если,30
11,а если вы дебил,10
11,а если еще подумать,10
11,а если найду,30
11,а если перебивай,10
11,а если по веселее,10
11,а если скажут слово,20
11,а если я,20
11,а если я буду,10
11,а если я буду медленно,10
11,а если я буду медленно говорить,10
11,а если я скажу,10
11,а есть,10
11,а есть борщ,40
11,а еще раз,10
11,а еще раз можешь,20
11,а еще раз можно,10
11,а еще тупее,10
11,а еще ты бесишь,10
11,а еще ты бесишь меня,30
11,а завтра,20
11,а как,10
11,а какое каждый день,10
11,а какой,10
11,а какой у,10
11,а какой у каждый день,10
11,а какой угол,10
11,а когда,40
11,а когда будет когда-нибудь,20
11,а когда наступит зима,10
11,а когда наступит зима пойдет снег,10
11,а когда наступит зима пойдет снег и будет белым,10
12,spaces,30
12,utorrent,10
12,vera,10
12,vera vera,30
12,vera vera vera,10
12,wi-fi,30
12,wi-fi тупой,10
12,wi-fi тупой компьютер,20
12,wow,20
12,youtube,10
12,а,60
12,а где,10
12,а где ты,30
