group,name,radius
6,акушер,10
6,акушерство,10
6,акушерство и,10
6,акушерство и гинекология,10
6,александр,10
6,алексей,50
6,алексей бахарев,30
6,алексей белявский,10
6,алексей миллер,10
6,алена,20
6,али,10
6,алиса,250
6,алиса алиса,30
6,алиса алиса алиса,30
6,алиса алиса алиса алиса алиса,10
6,алиса алиса алиса привет,10
6,алиса заткнись,10
6,алиса заткнись пожалуйста,20
6,алиса ли,30
6,алиса супер,20
6,алкоголь,20
6,аллах акбар,20
6,алло,450
6,алло алло,40
6,алло алло алло алло,20
6,алло еще о краю,10
6,алло привет,20
6,алло раз,10
6,альберт,20
6,альтруизм,20
6,альтруист альбертовна,30
6,альфа,20
6,ам ам ам ням,10
6,ам ам ам няма,30
6,амфетамин,30
7,yabadu,10
7,youtube,10
7,а вы,10
7,а вы ноктюрн,10
7,а вы ноктюрн сыграть смогли бы,20
7,а пока,30
7,а причем,10
7,а причем здесь,10
7,а причем здесь лопух,20
7,а теперь,20
7,а теперь расскажи мне,20
7,а ты,40
7,а ты предсказуем,10
7,а ты предсказывал,10
7,а ты предсказывал судьбу,10
7,а у,30
7,а что,20
7,а что делает.,10
7,а я знаю,20
7,а я знаю что тебе сказать,10
7,а*** а***,10
7,а*** а*** а***,10
7,абада абада,10
7,абакан,20
7,абракадабра,40
7,абсурд,10
7,авито,30
7,авто,40
7,азаза,10
7,азазаза,10
7,азазазаза,30
7,азбука,10
8,shadamy,10
8,sims,10
8,siri где,10
8,siri где спрятать,10
8,siri где спрятать труп,20
8,skyrim,10
8,sound,10
8,sound cinema,10
8,sound синема,10
8,spaces,20
8,spero,10
8,spiro,10
8,sport.ru,10
8,strategium,10
8,tefal,10
8,ti,10
8,total,30
8,toyota ipsum,20
8,transcript,10
8,transcriptase,10
8,veritas,10
8,vk,10
8,wacom intuos,10
8,wahaha,30
10,а ты мне расскажи,20
10,а ты мне расскажи анекдот,10
10,а ты можешь что-нибудь,10
10,а ты можешь что-нибудь сказать,10
10,а ты можешь что-нибудь станцевать,10
10,а ты на вопрос отвечать будешь,20
10,а ты не пришла,30
10,а ты не хочешь,10
10,а ты не хочешь есть,20
10,а ты пока,10
10,а ты пока отдыхай,20
10,а ты путаешься,20
10,а ты сегодня,10
10,а ты сегодня почистил зубы,10
10,а ты сможешь,10
10,а ты сможешь поступить в универ под крышечкой psy,10
10,а ты у меня,10
10,а ты у меня гугл,10
10,а ты умнее гугла,20
10,а ты умный,20
10,а ты хорош,10
10,а ты хочешь сказать,10
10,а ты?,20
10,а у,10
10,а у вас,20
10,а у вас весело,20
10,а у меня,10
10,а у меня слышишь,30
10,а у тебя есть вопросы ко мне,20
10,а что,40
10,а что будет,10
10,а что будет завтра,10
10,а что дальше,10
10,а что на английский перешел,10
10,а что нам никогда,10
10,а что нам никогда не,10
10,а что нам никогда не дадут,10
10,а что насчет,20
10,а что насчет аня как ты думаешь она хорошая девушка,10
10,а что насчет аня как ты думаешь она хорошая девушка девушка хорошая,10
10,а что насчет таня как ты думаешь она хорошая девушка девушка хорошая работа в школе,10
10,а что работает wifi,10
10,а что там,20
10,а что там был,10
10,а что там было,20
10,а что там было по поводу майнкрафте,20
10,а что там у хохлов,30
10,а что ты,50
10,а что ты делаешь,30
10,а что ты знаешь,40
10,а что ты молчишь,30
10,а что ты сделал,20
10,а что ты сделал для хип-хопа,10
10,а что ты сделал для хип-хопа в свои годы,10
10,а что это,10
10,а это что,20
10,а ю вона би,10
10,а ю ты знаешь обо всех потому что раздался дома остался цел,10
10,а я,120
10,а я вам открыл столько стихов шкатулок,20
10,а я влюблён,10
10,а я говорю фигню расскажи,10
10,а я говорю фигню расскажи мне,10
10,а я говорю фигню расскажи мне прикол,10
10,а я говорю фигню расскажи мне про,10
10,а я знаю что я тебе поверил программа дабстеп,20
10,а я иду шагаю по москве,20
10,а я люблю,10
10,а я люблю свои,10
10,а я люблю свою анечку,10
10,а я пас,10
10,а я паша из ростова-на-дону приехал тебя пялились сегодня,10
10,а я пашу,20
10,а я пашу из рациона домой приехал сюда календарь сегодня,10
10,а я пашу с ростова,10
10,а я пошел,10
10,а я пошел играть,10
10,а я пошла игра,10
10,а я президент,10
10,а я президент цены,20
10,а я приду,10
10,а я работаю,20
10,а я работы,10
10,а я робот,10
10,а я так люблю,10
10,а я так люблю тебя,30
10,а я тебе,10
10,а я тебе сейчас,10
10,а я тебе сейчас что-нибудь хорошее,20
10,а я тебя,10
10,а я тебя люблю,30
10,а я тебя спрашиваю,10
10,а.,10
10,а. у меня,10
10,а. у меня хорошая,10
10,абакан,10
10,аббревиатура,20
10,абгаджава сделать самой,10
10,абели акен,10
10,абели акен fly,30
10,абракадабра,70
10,абрикос,10
10,абрикосы,20
10,абсурд,10
10,абырвалг,30
10,авада кедавра,60
10,авангард,40
10,аварии,10
10,аварии в грозном,10
10,аварийные,10
10,аварийные выходы,20
10,аварийные выходы расположены слева и справа по борту,10
10,аварийный выход,10
10,авария,20
10,авария википедия,10
10,авария дтп,10
10,авария пипи пипи пипи пипи пипи пипи пипи пипи пипи пипи пипи,10
10,авдеев,10
10,авдеева,20
10,авито,60
10,авито спб,20
10,авто,70
10,авто вопрос,20
10,авто мото вело,10
10,авто мото вело фото,10
10,авто мото вело фото теле радио монтер,20
10,автобизнес,10
10,автобус,20
10,автобус туземец,10
10,автобусный,10
10,автобусный парк,10
10,автоваз,10
10,автовокзал,50
10,автовокзал метро щелковская,10
10,автомат,20
10,автоматы,10
10,автоопрос,20
10,автоопрос все очень плохо,20
10,авторусь,20
10,автостопом,10
10,ага,60
10,агарков,30
10,агата,40
10,агата молодец,30
10,агата художник,20
10,агата художник и балерина,20
10,агент,10
10,агентство золотая рыбка,20
10,агонистов,10
10,ад это,10
10,ад это плацкарт,10
10,ад это плацкарт москва-владивосток,10
10,аденозинтрифосфат,20
10,аджика,20
10,адиос amigos,10
10,адрес,40
10,адрес arma 31,10
10,адрес арма 31 числа всем быть,10
10,адрес этот,10
10,адронный,10
10,адронный коллайдер,10
10,адьос,20
10,адьос амиго,10
10,аза,10
10,азаза,20
10,азазаза,20
10,азазазаза,40
10,азазазазаза,30
10,азбука,10
10,азбука морза,30
10,азис,20
10,азора,10
10,ай,10
10,ай лав,10
10,ай лав май,10
10,ай лав май weekend,20
10,ай лав май вики,30
10,ай лав мам,30
10,ай лав ю,90
10,ай лав ю бэйби,20
10,айлавью,20
10,айфона,10
10,академии,10
10,академик,10
10,академическая,10
10,академический,20
10,акбар,10
10,аквариум,10
10,аквариумный,10
10,аквариумный все,10
10,аквариумных,20
10,аквариумных стекол,10
10,аким,10
10,акимов,10
10,акинфеев,30
10,акинфеев bad,10
10,акинфеев batman 2,20
10,акинфеев я тебя люблю,20
10,акита,10
10,аккаунт,20
10,аккумулятор 120 км,30
10,аккуратнее,20
10,аккуратней,10
10,аксон,20
10,актер,10
10,актобе,10
10,актоты,20
10,акция,10
10,акция в смысле,20
10,акция в смысле поток,10
10,акция в смысле поток частиц,10
10,акция в смысле поток частиц в предложении,10
10,алабай,10
10,алгебра,10
10,алгебре,20
10,алгоритм,20
10,алгоритм работы,10
10,алгоритмы хреново работает,10
10,алдошин приду,10
10,алдошин придурок,30
10,але,10
10,але але,50
10,але але але,20
10,алеан,10
10,алекс,30
10,алекс алекс,30
10,алекс алекс алекс,20
11,а когда ночь,10
11,а когда ночью,10
11,а когда ночью светит,10
11,а когда она,10
11,а люди,10
11,а люди они,10
11,а люди они одиноки,20
11,а мама,40
11,а мамку ипал,10
11,а мне,30
11,а мне нравится,10
11,а мне нравишься,30
11,а мне очень,20
11,а мне очень понравилась,10
11,а мне по,10
11,а мне понравится,10
11,а можно мне идти завтра,10
11,а можно мне идти завтра на,10
11,а можно мне идти завтра на работу,30
11,а мы не такие,20
11,а на игру найди стоит,10
11,а на пляже кафка сидит на стуле и смотрит как мир качается,10
11,а наконец-то,20
11,а нам все равно,30
11,а не один,10
11,а не одинок,10
11,а ну,10
11,а ну говори,10
11,а ну говори немедленно,10
11,а ну иди,20
11,а ну иди сюда,40
11,а ну иди сюда г**** собачье,20
11,а ну ка,10
11,а ну-ка же не скажу,10
11,а ну-ка женя скажи,20
11,а он не работает,30
11,а ответ,20
11,а потом,30
11,а потом выпить,10
11,а потом выпить водки,20
11,а потом они,10
11,а почему ты мне не звонишь,10
11,а почему ты мне не звонишь никогда,30
11,а почему ты не хочешь,10
11,а почему ты не хочешь нами разговаривать без остановки с тобой так интересно разговаривать,10
11,а почему ты не хочешь номер,10
11,а почему ты не хочешь с нами разговаривать,10
11,а почему ты не хочешь с нами разговаривать без остановки,10
11,а почему ты не хочешь с нами разговаривать без остановки с тобой так интересно разговаривать,10
11,а почему ты так сказал,10
11,а сейчас,10
11,а сейчас нет,10
11,а сейчас нечто новое,10
11,а сколько,10
11,а сколько сколько,10
11,а сколько тебе,30
11,а студио,20
11,а судьи кто,10
11,а судьи кто за,10
11,а судьи кто за древностию,20
11,а судьи кто за древностию лет,10
11,а супруг,10
11,а супруга,20
11,а супруга нонна горюнова,10
11,а так долго не пишешь,10
11,а также храме,10
11,а твои,20
11,а тебе,30
11,а тебе не верю,10
11,а тебя не видно,20
11,а то,10
11,а то вдруг не пишу тебе,10
11,а то вдруг не пишут,10
11,а то вдруг нет,10
11,а то проект,10
11,а то проекты,10
11,а тогда в чем прикол,20
11,а тучи,20
11,а тучи а,10
11,а тучи а тучи,10
11,а тучи а тучи они одиноки,10
11,а тучи как люди,50
11,а тучи как люди а люди они одиноки,10
11,а тучи как люди а люди они одиноки но всетаки тучи так жестоки,20
11,а ты,70
11,а ты дебил,50
11,а ты же,10
11,а ты живой,20
11,а ты живу,10
11,а ты забавный,20
11,а ты запомнил,10
11,а ты запомнила,10
11,а ты запомнила что ли,20
11,а ты запомнила что-ли!,10
11,а ты запомнила что-ли! да я понял что почему,10
11,а ты запомнила что-ли! да я понял что почему я хочу,10
11,а ты запомнила что-ли! да я понял что почему я хочу хочу,20
11,а ты и сасори,10
11,а ты какой,10
11,а ты классный,10
11,а ты матом,10
11,а ты матом ругаешься,30
11,а ты матом ругаюсь,10
11,а ты меня,10
11,а ты меня оскорбила,10
11,а ты мне звонишь никогда,10
11,а ты мне не звонишь никогда,10
11,а ты можешь,10
11,а ты можешь дома,10
11,а ты можешь замолчать,20
11,а ты не разбираешься,30
11,а ты не разбираюсь,10
11,а ты не разбирая,10
11,а ты скажи,30
11,а ты такой,20
11,а ты хочешь от меня,10
11,а ты хочешь от меня узнать,20
11,а у,80
11,а у е,30
11,а у любы хвасты,10
11,а у любы хвосты,20
11,а у любых,10
11,а у любых вас,10
11,а у меня будет своя тусовка,10
11,а у тебя,10
11,а у тебя есть,20
11,а у тебя есть программное обеспечение,10
11,а у тебя много дел,20
11,а уж,10
11,а ужасы,10
11,а чего хочешь,10
11,а что,30
11,а что дальше мне нужно,10
11,а что дальше мне нужно сказать,20
11,а что если,20
11,а что еще придумать,20
11,а что мне,10
11,а что плохо,10
11,а что так чтобы она,10
11,а что так чтобы она была,10
11,а что так чтобы она была на плоскости икс,10
11,а что тогда,10
11,а что тогда ты скажешь,20
11,а что ты умеешь,20
11,а что ты хотел услышать,20
11,а что ты хотел услышать давай говори,10
11,а что я,10
11,а я,30
11,а я в тебя,10
11,а я в тебя верю,40
11,а я все,10
11,а я дартаньян,30
11,а я его на,10
11,а я люблю,30
11,а я люблю а джем,10
11,а я люблю настю,20
11,а я люблю оджи,10
11,а я люблю тебя,20
11,а я нет,20
11,а я очень хочу есть хочу шаурму вкусную при вкусную многое-многое всякими кетчупом с соусом сырным и мыслями,10
11,а я по любви,10
11,а я по любви хочу,20
11,а я тебе,20
11,а я тебе не,10
11,а я тебе не вру,30
11,а***,50
11,абаза,10
11,абдурахман ибн хоттаб,20
11,абр,30
11,абр абр абр,20
11,абр абр абр абр,10
11,абр абр абр абр абр,20
11,абр абр абр абр абр абр,10
11,абракадабра,50
11,абрикосы,10
11,абсолют,60
11,абсолютно,50
11,абсолютно бесплатно,10
11,абстракция,10
11,абсурд,30
11,абсурд ну давай,10
11,абсурд ну давай работай,10
11,абсурдные,10
11,абсурдные вещи,10
11,абхазия,30
11,абырвалг,70
11,авада кедавра,10
11,аватан,10
11,август,40
11,август я тебя люблю,10
11,авито,40
11,авроры,10
11,авроры звездою,10
11,авто,30
11,автовокзал,30
11,автодорога,10
11,автомобиль,10
11,автоприколы,20
11,ага,30
11,агась,20
11,агата poison,20
11,агент,10
11,агита эрго сум,10
11,агро,10
11,агропром,30
12,а еще,20
12,а на весь экран,10
12,а на весь экран экран,10
12,а сколько,10
12,а сколько тебе,10
12,а сколько тебе еще,10
12,а сколько тебе еще осталось времени,20
12,авария,20
12,автограф,40
12,агент,40
12,агент драга,10
12,ад,10
