group,name,radius
11," здравствуй, про саму себя",10
11," напиток богов, хумус",10
11," пиво я люблю пиво я люблю пиво пиво пиво, пиво",10
11," пиво, пиво",10
11," понятно, пойдешь",20
11," привет, меня зовут",10
11," привет, меня зовут лера",10
11," привет, меня зовут лиза",10
11," привет, меня зовут лис",10
11," протоколом,",10
11," себя, а также",10
11," себя, как жизнь",10
11," сегодня,",10
11," что ж так плохо,",10
11," я говорю, говорю",10
11," я познаю себя, а также храме",10
11," я познаю себя, а также храме аполлона",10
11," я познаю себя, а также храме аполлона в дельфах",10
11," я познаю себя, как жизнь",10
11,1 канал,10
11,1 комнат,10
11,1 комната,10
11,1 комната предел возможностей,10
11,1 место,10
11,1 новости,10
11,1 новости с разными сторонами,10
11,1 новости с разными странами,10
11,1 обл,10
11,1 серия,40
11,1 серия перевод,10
11,33 корабля,20
11,33 корабля лавировали,20
11,33 корабля лавировали лавировали да не вылавировали,40
11,33 коровы,20
11,8 910 500 67,10
11,8 910 500 67 время,10
11,8 910 500 67 время горячие киски,10
11,8 гривна,10
11,8 мин,10
11,8 минут,10
11,8 я как-то стоит,10
11,8 я как-то стоит 8 1,10
11,8 я как-то стоит 8 10,10
11,800 555 35 35 проще,10
11,800 555 35 35 проще позвонить,10
11,800 555 35 35 проще позвонить чем у,10
11,800 555 35 35 проще позвонить чем у кого то занимать,20
11,a girl,10
11,abpher,10
11,abpher привет,10
11,abra,10
11,abra abra,10
11,abra abra abra,10
11,abra abra abra abra,10
11,abra abra abra abra abra,10
11,abstract,10
11,abstract решает,10
11,abstract решают,10
11,abw.by,10
11,access,10
11,acer,20
11,adobe,10
11,adobe flash,10
11,aerosmith,10
11,agito,10
11,aignep time,20
11,aion,10
11,alesana интерактивные выставки,10
11,alice,60
11,allergy,10
11,aloha,80
11,am gonna break,10
11,am gonna break ya back,20
11,am.ru,20
11,amway beautiful,10
11,anaelle,20
11,anal,10
11,anal анальной,10
11,android,10
11,angry,30
11,anidub,20
11,anime boy,10
11,anna anna,20
11,annuity,10
11,anomaly,20
11,apocalypse,20
11,apple,110
11,apple или android,20
11,arctic,10
11,arma,20
11,arma 17,10
11,arma arma,30
11,arma армавире,10
11,arma17,30
11,asbook,20
11,ascot ascot,10
11,asian сосисочная,10
11,asiana,10
11,ask ask,10
11,asus,30
11,asus windows,10
11,audi,50
11,audi 100,10
11,auf,20
11,avada kedavra,30
11,avito.ru,10
11,baby,90
11,baby baby,50
11,baby baby baby,30
11,baibako,10
11,bakugan,10
11,bambi,30
11,bambi bambi,30
11,bankroll,10
11,barbra,20
11,be,10
11,beach,10
11,beautiful girl,30
11,beeline,10
11,bento,10
11,benz,10
11,best,10
11,best friends,20
11,best friends forever,50
11,beyonce,210
11,bieber bieber bieber baby,10
11,bieber bieber bieber bieber,10
11,biglion,10
11,bios,20
11,birdy,10
11,birdy видео,10
11,birthday,10
11,bitch,20
11,black red,10
11,black sheep,10
11,blood,10
11,bmw,80
11,bmw 3,10
11,bmw e,10
11,bmw e39,30
11,bonjour,90
11,bonjour красотка,20
11,bonjour мадам,10
11,bonjour модель,10
11,booty,10
11,boys,30
11,break me down,10
11,buddy you're a boy make a big noise,10
11,buddy you're a boy make a big noise playin,10
11,bullet,20
11,bullet for,20
11,bullet for my,100
11,bullet for my valentine,30
11,bullet фор,50
11,bullet фор май,70
11,bullet фор май валентайн,40
11,bulletstorm,10
11,business storage nas,10
11,business storage ночи,10
11,business storage ночи sms,10
11,business storage ночь с ума сойдет вася,10
11,can,20
11,canon,20
11,canon 40,10
11,canon 43,20
11,canon 43 взгляд,10
11,canon 47,10
11,capital of great,10
11,capital of great britain,20
11,captiva милана,10
11,carolina herrera,20
11,carolina herrera невозможно разделить,10
11,carolina herrera невозможно разделить это,10
11,carolina herrera невозможно разделить это бесконечная любовь,10
11,carpe diem,10
11,category,10
11,check,10
11,chrome,10
11,citymetria,20
11,clamcase,10
11,clean cache,10
11,clear,10
11,cm,20
11,cmmi,10
11,cocochoco,10
11,cold сименс,10
11,coldfilm,10
11,coldplay,30
11,com,10
11,converse,10
11,coral,20
11,cosmo,10
11,cover,20
11,cruze,10
11,cs go,30
11,cubase,10
11,d3 будто,10
11,d3 бутан,10
11,daad,20
11,daenerys,40
11,daenerys тойоте,20
12,adblock,20
12,at-at,10
12,audi,10
12,audi translate,10
12,birdy,20
12,birdy видео,10
12,drom,10
12,error,30
12,exit,10
12,fruit,10
12,google voice recognition,10
12,had карты,10
12,hello,30
