group,name,radius
10,philips,30
10,photoshop,20
10,photoshop cc,30
10,photoshop ж***,20
10,pirelli,10
10,pirelli pirelli,20
10,pisya,30
10,pisya кто это,10
10,pisya ты,10
10,pisya ты можешь,20
10,pisya ты можешь это,10
10,pisya ты слышишь,10
10,pisya ты слышишь меня,10
10,planet,40
10,player,20
10,please,10
10,please.,10
10,pokemon,20
10,polaris,10
10,porsche,10
10,post apocalypse,10
10,pov,10
10,poxe,10
10,pricewaterhousecoopers,30
10,princess,10
10,procrastinate,20
10,ps3trophies,10
10,ps4,20
10,pump,10
10,puppy,20
10,pusherman ржд,10
10,pusherman рыжие дырка,20
10,pusherman рыжий,10
10,putana,10
10,putin,20
10,qqq,10
10,qqqq qqqq,30
10,qqqqq,10
10,qqqqqq,10
10,quick,20
10,quintessence,10
10,r2 d2,20
10,radeon,40
10,radio active,10
10,radisson,10
10,rage,10
10,rammstein,20
10,reader,10
10,red,10
10,red hot,20
10,redis,10
10,require летит на юг,10
10,requirejs,10
10,restart,10
10,rfc,10
10,ricci,10
10,ricci ricci,10
10,ricci ricci ricci,10
10,rift,10
10,riyazi,20
10,rooms,10
10,root,10
10,route,10
10,rudn,20
10,run,10
10,running hot воспрещен,10
10,russia2.tv,10
10,rust,20
10,s4,10
10,s550,10
10,sagrada,10
10,samp,10
10,samsung,20
10,samsung galaxy,10
10,"samsung galaxy s iv собаки, вращение",10
10,"samsung galaxy s iv собаки, вращение бутылка клейна",20
10,"samsung galaxy s iv собаки, вращение бутылка клейна превращается в",10
10,"samsung galaxy s iv собаки, вращения",20
10,samsung galaxy с собакой воскресенье,10
10,samsung galaxy с тобой,20
10,sasisa,30
10,sata,20
10,satisfaction,30
10,school,20
10,seiko,20
10,selena,50
10,sense of life,30
10,sericol,10
10,sericol home,20
10,sericol home колхаун siri,10
10,sericol ха,10
10,sericol хай,10
10,seven,10
10,sex,20
10,sexy мэн,10
10,shazam,20
10,shop,10
10,shut up and dance,20
10,simple,10
10,sinetica,20
10,siri,40
10,siri в,10
10,siri в комнате,10
10,skechers,10
10,skype,90
10,skyrim,10
10,sla sla,10
10,sleep,10
10,sms,50
10,sms билайн,10
10,sony,30
10,space,40
10,spaces,120
10,spaces онлайн,20
10,spaces угомони,30
10,spaces угомонись,10
10,spaces.ru,10
10,speak,10
10,speed,10
10,sport.com,10
10,sportbox,10
10,spotlight,10
10,spylog.ru,10
10,stanica,30
10,stanica ксюшечка давай,20
10,stanica ксюшечка давай только,10
10,stanica ксюшечка давай только громко,10
10,star,10
10,steam,180
10,steam петух,10
10,stern,10
10,stop,10
10,store,10
10,strada,10
10,strife,10
10,structure перевод,10
10,structure перевод above and beyond,20
10,studio,10
10,study,10
10,subway,20
10,super.kg,10
10,sv,20
10,swatch,10
10,synergy,10
10,systemasystem,10
10,tab 10 1,10
10,tara rum pum,20
10,tara.ru,10
10,tata,40
10,team,10
10,teambox,20
10,teamliquid написал,10
10,teamliquid написал не пьяна,20
10,teamliquid написал не пьяным,10
10,tears,10
10,tele2,10
10,tevyne,20
10,tevyne musu,20
10,texnoaraz,10
10,the veronica,10
10,the veronicas,10
10,tokio,10
10,tokio hotel,80
10,torch,10
10,tortilla,10
10,transcend,20
10,translate,10
10,trek,20
10,trek trek,20
10,trek trek trek,10
10,trek trek trek trek,10
10,tuatara,10
10,tube,10
10,turbo,30
10,turbo turbo,10
10,tut.by,10
10,tutu 22 34 56,10
10,tv,10
10,twitter,10
10,ua,10
10,ufc,20
10,ufc пипикака,20
10,umber,10
10,umbro,10
10,understand,20
10,us,10
10,uyec,10
10,v-ray,10
10,vasiliy агар,10
10,vasiliy агарка,10
10,vasiliy агарков,20
10,vine,10
10,vk,100
10,vk.com,170
10,vk.com vk.com vk.com vk.com,30
10,vladimir,10
10,vladimir putin,10
10,vogue,20
10,volkswagen,10
10,voydod.net,30
10,w700 beeline wifi win7 читайте открывай,10
10,wake up neo,20
11,ok google как дела,10
11,ok google погода в москве,20
11,ok google почему,10
11,ok google почему я так не смешно,20
11,ok google что,10
11,ok google что погода в москве,20
11,olmeca,20
11,ololo,30
11,omron,10
11,one,20
11,one direction,80
11,one s,20
11,opel,40
11,oqueue,10
11,oracle,200
11,oracle java,10
11,oracle давай,10
11,oracle давай толстый,10
11,oracle или что,20
11,oracle как дела,20
11,otzyv.ru,10
11,over over,20
11,over over blood,10
11,over over влад,10
11,pack pig,20
11,pagan инсталляции,10
11,pagan инсталляция,10
11,page успех,10
11,pdf,10
11,people family,10
11,pepepepe тух тух тух тух тух тух,10
11,pesedit,10
11,philips,20
11,philips днем,20
11,picasa,30
11,pills,10
11,pisya,140
11,play,40
11,play play,10
11,play play play,10
11,playboy,40
11,playin,10
11,please copy,10
11,please sms,10
11,plus,20
11,poker face,10
11,polina speaks french,10
11,psp,30
11,qqq,10
11,qqqqqq,10
11,quick reaction,20
11,quick reaction force,20
11,quick reaction forces,30
11,quintessence,20
11,rachael я тебя люблю,10
11,rca,10
11,read,10
11,reader,10
11,red bull,60
11,red sea,10
11,refresh,10
11,resize,10
11,restore,30
11,revision,10
11,rey,20
11,rift,50
11,rift 2,30
11,rifter запили сигну,10
11,rip,30
11,ritmo,20
11,road,20
11,road girls,10
11,rockwell,10
11,rokinon 8mm,20
11,rolling,20
11,rolling stone,30
11,rolling stones,20
11,rolling stones rolling stones,10
11,room room room,20
11,root,100
11,rot rot,20
11,roum.ru,20
11,roum.ru roum.ru,10
11,round,10
11,rudn,20
11,run,10
11,rus,10
11,rust,10
11,rutor,50
11,rutracker,20
11,s-shina говорю,30
11,s2000,30
11,s7,10
11,saab,40
11,sadece bir olsun,10
11,sadece bir алсу,10
11,sadece bir алсу 9,10
11,salary,10
11,samp,10
11,sap,20
11,sasisa,10
11,satisfaction,30
11,satisfaction алло,10
11,savage омск,10
11,savage омске,10
11,savage омский,20
11,schornstein,10
11,schornsteinfeger,60
11,scooby дуби ду,10
11,score,10
11,scp,30
11,scp scp,30
11,sefan,20
11,sega,10
11,selena,20
11,selena gomez,10
11,sever.uz,40
11,sexy,50
11,shadow 2,10
11,shararam.ru,10
11,shazam,20
11,shop,10
11,sia,30
11,silence,20
11,silent,10
11,silentium,30
11,simba,20
11,sims,10
11,sims 3,10
11,siri,30
11,siri как доехать петербург,10
11,siri круче,10
11,siri круче чем,10
11,siri круче чем я,30
11,sisley,10
11,skater,10
11,skating,10
11,ski safari,10
11,skillet,10
11,skirt,20
11,skype,60
11,slash,30
11,slava,10
11,slow,10
11,slow dance,30
11,sm,30
11,smart,20
11,smart tv,30
11,smarthome,10
11,smarthome цекало,10
11,smartimage,10
11,smarts.ru прилетели расскажи-ка марсе,10
11,smartwool прилететь,10
11,smoking smoking,20
11,smooth,10
11,sms,30
11,sony,30
11,sosala.su,10
11,space,20
11,space hulk,20
11,space hulk dance,10
11,spaces,60
11,spaces.ru,10
11,speak english,90
11,speak to me,30
11,speck,30
11,spishi,30
11,spot,10
11,spotmap,40
11,star,10
11,star wars,10
11,starbound,20
11,starbound обморок,20
11,starcraft,20
11,steam,60
11,stella,20
11,stihi.ru нет,20
11,stone,10
11,stones,20
11,stones rolling,10
11,store,20
11,stosa,10
11,street,10
11,subway,50
11,superficie,10
11,superfit,10
11,supersu,10
11,swap,10
11,swedbank,20
11,system,20
11,t3 бутан,10
11,tapochek,10
11,teach me,20
11,teach me tiger,20
11,teach me to,10
11,team minato,10
11,tegos,10
11,teka жека,20
11,tekken,20
11,terrano 1,10
11,the,10
11,this game,10
11,tiens,10
11,tiens ipad,10
11,tiens ipad мтс,20
12,picioare,10
12,prestigio,10
12,prettau,30
12,production,50
12,production руторика,20
12,radio record,10
12,recon,20
12,root,60
12,rutor,170
12,rutorika,70
12,rutorrent,10
12,scorpio,10
12,siri,10
